queue_id,sku,collection,title,supplier_name,product_url,spec_sheet_url,field_name,extracted_value,confidence_score,reason,approved_value,notes
233,6B1,sinks,,abey.com.au,https://www.abey.com.au/product/tapware/bathroom-basin-mixers/poco-basin-mixer/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ii/6B1_6B3_6B1-K_6B3-K_7B1_Installation_Instructions.pdf,shopify_images,https://abey-glamour-media.s3.ap-southeast-2.amazonaws.com/wp-content/uploads/2026/01/6B1-1.png,0.500,Below threshold,,
233,6B1,sinks,,abey.com.au,https://www.abey.com.au/product/tapware/bathroom-basin-mixers/poco-basin-mixer/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ii/6B1_6B3_6B1-K_6B3-K_7B1_Installation_Instructions.pdf,brand_name,Abey,0.500,Below threshold,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,shopify_images,https://abey-glamour-media.s3.ap-southeast-2.amazonaws.com/wp-content/uploads/2026/01/HENRI-3W-1.png,0.500,Below threshold,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,title,HENRI III,0.500,Below threshold,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,brand_name,Abey,0.500,Below threshold,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,vendor,Abey,0.500,Below threshold,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,product_material,Fireclay,0.300,Low confidence,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,style,One and a Half Bowl,0.500,Below threshold,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,bowls_number,2,0.500,Below threshold,,
232,HENRI-3W,sinks,,abey.com.au,https://www.abey.com.au/product/sinks/kitchen-sinks/chambord-henri-1-1-2-bowl-fireclay/,https://s3.ap-southeast-2.amazonaws.com/assets.abey.com.au/abey_extend/aef_ts/HENRI-3W.pdf,application_location,Kitchen/Laundry,0.500,Below threshold,,
